Adj Price,Date,Day-1996
15.32,2003.057,17.057
15.72,2003.06,17.06
14.95,2003.062,17.062
14.97,2003.07,17.07
15.12,2003.073,17.073
15.71,2003.076,17.076
14.88,2003.079,17.079
14.77,2003.081,17.081
14.88,2003.09,17.09
14.75,2003.092,17.092
14.71,2003.095,17.095
14.55,2003.098,17.098
14.21,2003.101,17.101
14.42,2003.109,17.109
14.48,2003.112,17.112
14.3,2003.114,17.114
14.66,2003.117,17.117
15.25,2003.12,17.12
15.8,2003.131,17.131
15.84,2003.133,17.133
16.01,2003.136,17.136
15.85,2003.139,17.139
15.62,2003.147,17.147
15.8,2003.15,17.15
15.33,2003.153,17.153
15.77,2003.155,17.155
16.29,2003.158,17.158
15.73,2003.166,17.166
15.69,2003.169,17.169
16.03,2003.172,17.172
15.73,2003.175,17.175
15.12,2003.177,17.177
15.01,2003.185,17.185
14.96,2003.188,17.188
15.27,2003.191,17.191
16.38,2003.194,17.194
16.21,2003.196,17.196
17.05,2003.205,17.205
17.23,2003.207,17.207
16.98,2003.21,17.21
17.25,2003.213,17.213
17.86,2003.216,17.216
16.82,2003.224,17.224
17.03,2003.227,17.227
16.89,2003.229,17.229
16.6,2003.232,17.232
16.26,2003.235,17.235
15.37,2003.243,17.243
15.5,2003.246,17.246
16.54,2003.248,17.248
16.59,2003.251,17.251
16.1,2003.254,17.254
16.38,2003.262,17.262
16.14,2003.265,17.265
15.75,2003.268,17.268
15.94,2003.27,17.27
15.81,2003.273,17.273
16.2,2003.281,17.281
16.17,2003.284,17.284
17.15,2003.287,17.287
17.62,2003.29,17.29
17.61,2003.3,17.3
17.94,2003.303,17.303
18.39,2003.306,17.306
17.89,2003.309,17.309
17.26,2003.311,17.311
17.7,2003.32,17.32
17.86,2003.322,17.322
17.37,2003.325,17.325
17.5,2003.328,17.328
17.97,2003.331,17.331
17.98,2003.339,17.339
18.46,2003.342,17.342
18.15,2003.344,17.344
17.83,2003.347,17.347
18.51,2003.35,17.35
18.89,2003.358,17.358
18.74,2003.361,17.361
18.58,2003.363,17.363
18.9,2003.366,17.366
18.43,2003.369,17.369
17.65,2003.377,17.377
17.64,2003.38,17.38
17.81,2003.383,17.383
17.74,2003.385,17.385
17.78,2003.388,17.388
18.69,2003.399,17.399
18.66,2003.402,17.402
19.69,2003.405,17.405
19.68,2003.407,17.407
19.26,2003.415,17.415
19.94,2003.418,17.418
20.21,2003.421,17.421
20.64,2003.424,17.424
20.57,2003.426,17.426
20.48,2003.435,17.435
20.76,2003.437,17.437
20.69,2003.44,17.44
20.93,2003.443,17.443
20.19,2003.446,17.446
20.67,2003.454,17.454
20.27,2003.457,17.457
20.56,2003.459,17.459
19.96,2003.462,17.462
19.54,2003.465,17.465
19.24,2003.473,17.473
19.33,2003.476,17.476
18.94,2003.478,17.478
19.5,2003.481,17.481
19.44,2003.484,17.484
19.67,2003.492,17.492
20.24,2003.495,17.495
20.99,2003.498,17.498
20.53,2003.5,17.5
21.65,2003.511,17.511
21.88,2003.514,17.514
22.19,2003.517,17.517
21.65,2003.52,17.52
22.06,2003.522,17.522
22.7,2003.53,17.53
22.78,2003.533,17.533
23.92,2003.536,17.536
23.56,2003.539,17.539
23.31,2003.541,17.541
22.74,2003.55,17.55
23.08,2003.552,17.552
23.45,2003.555,17.555
22.66,2003.558,17.558
23.54,2003.561,17.561
23.4,2003.569,17.569
23.53,2003.572,17.572
23.15,2003.574,17.574
23.52,2003.577,17.577
23.65,2003.58,17.58
23.75,2003.588,17.588
22.96,2003.591,17.591
22.83,2003.593,17.593
22.69,2003.596,17.596
22.3,2003.599,17.599
22.61,2003.607,17.607
23.05,2003.61,17.61
23.37,2003.613,17.613
23.78,2003.615,17.615
23.69,2003.618,17.618
24.77,2003.626,17.626
25.04,2003.629,17.629
24.93,2003.632,17.632
24.96,2003.634,17.634
25.91,2003.637,17.637
25.77,2003.645,17.645
26.21,2003.648,17.648
26.5,2003.651,17.651
26.77,2003.654,17.654
27.04,2003.656,17.656
27.18,2003.667,17.667
26.69,2003.67,17.67
27.05,2003.673,17.673
27.16,2003.676,17.676
27.6,2003.684,17.684
27.23,2003.687,17.687
26.16,2003.689,17.689
26.51,2003.692,17.692
26.81,2003.695,17.695
26.48,2003.703,17.703
27.35,2003.706,17.706
27.32,2003.708,17.708
27.58,2003.711,17.711
27.59,2003.714,17.714
26.98,2003.722,17.722
27.37,2003.725,17.725
26.28,2003.728,17.728
25.96,2003.73,17.73
25.79,2003.733,17.733
26.83,2003.741,17.741
26.03,2003.744,17.744
27.08,2003.747,17.747
27.07,2003.749,17.749
28.01,2003.752,17.752
27.96,2003.76,17.76
28.33,2003.763,17.763
28.06,2003.766,17.766
28.16,2003.769,17.769
28.78,2003.771,17.771
29.13,2003.78,17.78
29.4,2003.782,17.782
30.04,2003.785,17.785
30.49,2003.788,17.788
29.95,2003.791,17.791
30.42,2003.799,17.799
30.38,2003.802,17.802
29.81,2003.804,17.804
29.53,2003.807,17.807
29.4,2003.81,17.81
29.72,2003.818,17.818
30.9,2003.821,17.821
31.03,2003.823,17.823
31.11,2003.826,17.826
31.17,2003.829,17.829
32.2,2003.837,17.837
31.86,2003.84,17.84
31.93,2003.843,17.843
32.29,2003.845,17.845
32.06,2003.848,17.848
31.6,2003.856,17.856
31.62,2003.859,17.859
32.27,2003.862,17.862
31.97,2003.864,17.864
31.04,2003.867,17.867
30.5,2003.875,17.875
30.14,2003.878,17.878
30.78,2003.881,17.881
30.13,2003.884,17.884
30.59,2003.886,17.886
31.67,2003.895,17.895
31.3,2003.897,17.897
31.56,2003.9,17.9
31.74,2003.906,17.906
32.22,2003.914,17.914
32.04,2003.916,17.916
31.55,2003.919,17.919
31.74,2003.922,17.922
30.38,2003.925,17.925
29.95,2003.933,17.933
28.63,2003.936,17.936
28.79,2003.938,17.938
29.25,2003.941,17.941
29.21,2003.944,17.944
28.62,2003.952,17.952
28.64,2003.955,17.955
28.55,2003.958,17.958
29.25,2003.96,17.96
28.93,2003.963,17.963
28.79,2003.971,17.971
29.44,2003.974,17.974
29.42,2003.977,17.977
29.68,2003.982,17.982
30.43,2003.99,17.99
30.32,2003.993,17.993
30.33,2003.996,17.996
30.44,2004.001,18.001
31.15,2004.01,18.01
31.14,2004.012,18.012
32.17,2004.015,18.015
32.41,2004.018,18.018
32.15,2004.021,18.021
32.32,2004.029,18.029
31.79,2004.031,18.031
31.6,2004.034,18.034
31.29,2004.037,18.037
31.13,2004.04,18.04
30.86,2004.051,18.051
30.48,2004.053,18.053
29.94,2004.056,18.056
30.05,2004.059,18.059
30.69,2004.067,18.067
29.94,2004.07,18.07
29.7,2004.073,18.073
29.24,2004.075,18.075
28.89,2004.078,18.078
28.7,2004.086,18.086
29.72,2004.089,18.089
28.45,2004.092,18.092
28.35,2004.094,18.094
29.26,2004.097,18.097
28.97,2004.105,18.105
28.94,2004.108,18.108
29.37,2004.111,18.111
29.13,2004.114,18.114
28.56,2004.116,18.116
29.2,2004.127,18.127
29,2004.13,18.13
28.33,2004.133,18.133
28.43,2004.136,18.136
27.48,2004.144,18.144
27.67,2004.146,18.146
28.07,2004.149,18.149
27.96,2004.152,18.152
27.67,2004.155,18.155
28.14,2004.163,18.163
28.05,2004.166,18.166
27.52,2004.168,18.168
28.1,2004.171,18.171
27.43,2004.174,18.174
26.25,2004.182,18.182
26.52,2004.185,18.185
25.88,2004.188,18.188
25.66,2004.19,18.19
26.24,2004.193,18.193
25.68,2004.201,18.201
25.74,2004.204,18.204
26.34,2004.207,18.207
25.78,2004.209,18.209
25.1,2004.212,18.212
24.86,2004.22,18.22
24.79,2004.223,18.223
25.14,2004.226,18.226
26.34,2004.229,18.229
25.95,2004.231,18.231
26.24,2004.24,18.24
25.99,2004.242,18.242
25.78,2004.245,18.245
25.95,2004.248,18.248
26.65,2004.251,18.251
27.06,2004.259,18.259
26.79,2004.261,18.261
26.17,2004.264,18.264
25.94,2004.267,18.267
26.16,2004.278,18.278
26.22,2004.281,18.281
25.94,2004.283,18.283
25.26,2004.286,18.286
25.07,2004.289,18.289
25.28,2004.297,18.297
24.71,2004.3,18.3
24.9,2004.303,18.303
25.13,2004.305,18.305
26.09,2004.308,18.308
25.73,2004.316,18.316
25.47,2004.319,18.319
24.97,2004.322,18.322
24.76,2004.324,18.324
24.38,2004.327,18.327
24.68,2004.335,18.335
24.9,2004.338,18.338
24.87,2004.341,18.341
24.66,2004.344,18.344
25.12,2004.346,18.346
25.2,2004.355,18.355
26.36,2004.357,18.357
26.17,2004.36,18.36
26.04,2004.363,18.363
25.66,2004.366,18.366
25.47,2004.374,18.374
25.77,2004.376,18.376
25.73,2004.379,18.379
26.02,2004.382,18.382
26.15,2004.385,18.385
26.33,2004.393,18.393
26.67,2004.396,18.396
26.93,2004.398,18.398
27,2004.401,18.401
27.1,2004.404,18.404
26.89,2004.415,18.415
26.58,2004.418,18.418
26.02,2004.42,18.42
26.71,2004.423,18.423
27.29,2004.431,18.431
27.51,2004.434,18.434
26.95,2004.437,18.437
27.18,2004.439,18.439
26.57,2004.45,18.45
26.98,2004.453,18.453
26.69,2004.456,18.456
26.22,2004.459,18.459
26.23,2004.461,18.461
26.12,2004.47,18.47
26.61,2004.472,18.472
27.07,2004.475,18.475
26.53,2004.478,18.478
26.37,2004.48,18.48
25.99,2004.489,18.489
26.2,2004.491,18.491
26.2,2004.494,18.494
25.64,2004.497,18.497
24.99,2004.5,18.5
24.78,2004.511,18.511
25,2004.513,18.513
24.89,2004.516,18.516
25.22,2004.519,18.519
24.9,2004.527,18.527
24.81,2004.53,18.53
22.19,2004.533,18.533
21.97,2004.535,18.535
21.57,2004.538,18.538
21.74,2004.546,18.546
22.06,2004.549,18.549
21.41,2004.552,18.552
22.09,2004.554,18.554
21.52,2004.557,18.557
21.8,2004.565,18.565
22.09,2004.568,18.568
22.27,2004.571,18.571
23.01,2004.574,18.574
23.14,2004.576,18.576
23.63,2004.585,18.585
22.94,2004.587,18.587
22.79,2004.59,18.59
22.5,2004.593,18.593
21.65,2004.595,18.595
21.46,2004.604,18.604
21.43,2004.606,18.606
21.07,2004.609,18.609
20.19,2004.612,18.612
20.5,2004.615,18.615
20.36,2004.623,18.623
20.45,2004.626,18.626
21.12,2004.628,18.628
20.92,2004.631,18.631
20.55,2004.634,18.634
20.81,2004.642,18.642
20.6,2004.645,18.645
20.87,2004.648,18.648
20.7,2004.65,18.65
20.93,2004.653,18.653
20.53,2004.661,18.661
20.24,2004.664,18.664
20.37,2004.667,18.667
20.56,2004.669,18.669
19.06,2004.672,18.672
18.91,2004.683,18.683
18.75,2004.686,18.686
19.18,2004.689,18.689
19.56,2004.691,18.691
19.77,2004.7,18.7
19.75,2004.702,18.702
19.41,2004.705,18.705
19.12,2004.708,18.708
19.57,2004.71,18.71
19.89,2004.719,18.719
20.04,2004.721,18.721
19.41,2004.724,18.724
19.37,2004.727,18.727
19.14,2004.73,18.73
18.94,2004.738,18.738
18.71,2004.741,18.741
19.08,2004.743,18.743
19.07,2004.746,18.746
19.82,2004.749,18.749
20.09,2004.757,18.757
20.27,2004.76,18.76
20.09,2004.762,18.762
20.19,2004.765,18.765
19.54,2004.768,18.768
19.59,2004.776,18.776
19.28,2004.779,18.779
19.95,2004.782,18.782
19.5,2004.784,18.784
19.59,2004.787,18.787
19.76,2004.795,18.795
19.77,2004.798,18.798
20.39,2004.801,18.801
20.62,2004.804,18.804
20.25,2004.806,18.806
20.26,2004.815,18.815
20.34,2004.817,18.817
20.91,2004.82,18.82
21.17,2004.823,18.823
21.16,2004.825,18.825
21.33,2004.834,18.834
21.49,2004.836,18.836
21.59,2004.839,18.839
21.79,2004.842,18.842
22.25,2004.845,18.845
22.12,2004.853,18.853
21.98,2004.856,18.856
21.77,2004.858,18.858
22.07,2004.861,18.861
22.56,2004.864,18.864
22.64,2004.872,18.872
22.7,2004.875,18.875
23.16,2004.877,18.877
23.62,2004.88,18.88
23.01,2004.883,18.883
22.95,2004.891,18.891
22.26,2004.894,18.894
22.49,2004.897,18.897
22.1,2004.902,18.902
21.96,2004.91,18.91
21.31,2004.913,18.913
22,2004.916,18.916
21.63,2004.919,18.919
22.77,2004.921,18.921
22.87,2004.93,18.93
22.36,2004.932,18.932
21.91,2004.935,18.935
21.68,2004.938,18.938
21.49,2004.94,18.94
21.55,2004.949,18.949
22.13,2004.951,18.951
22.04,2004.954,18.954
21.78,2004.957,18.957
21.69,2004.96,18.96
21.62,2004.968,18.968
22.37,2004.971,18.971
22.33,2004.973,18.973
22.42,2004.976,18.976
22.26,2004.987,18.987
22.17,2004.99,18.99
22.14,2004.992,18.992
22.14,2004.995,18.995
22.28,2004.998,18.998
21.97,2005.006,19.006
21.53,2005.009,19.009
21.32,2005.012,19.012
21.39,2005.014,19.014
21.71,2005.017,19.017
21.79,2005.025,19.025
21.47,2005.028,19.028
22.06,2005.031,19.031
21.73,2005.034,19.034
21.92,2005.036,19.036
21.85,2005.047,19.047
21.52,2005.05,19.05
21.5,2005.053,19.053
21.35,2005.055,19.055
20.94,2005.064,19.064
21.2,2005.066,19.066
21.35,2005.069,19.069
21.25,2005.072,19.072
21.18,2005.075,19.075
21.38,2005.083,19.083
21.55,2005.086,19.086
21.5,2005.088,19.088
21.39,2005.091,19.091
21.98,2005.094,19.094
21.9,2005.102,19.102
22.37,2005.105,19.105
22.27,2005.107,19.107
22.46,2005.11,19.11
23.1,2005.113,19.113
23.23,2005.121,19.121
23.39,2005.124,19.124
23.07,2005.127,19.127
22.58,2005.129,19.129
22.96,2005.132,19.132
22.71,2005.143,19.143
22.28,2005.146,19.146
22.65,2005.149,19.149
23.02,2005.151,19.151
22.93,2005.159,19.159
23.53,2005.162,19.162
23.44,2005.165,19.165
23.42,2005.168,19.168
23.59,2005.17,19.17
24,2005.179,19.179
23.7,2005.181,19.181
23.74,2005.184,19.184
23.75,2005.187,19.187
23.13,2005.19,19.19
23.2,2005.198,19.198
22.82,2005.201,19.201
22.5,2005.203,19.203
22.37,2005.206,19.206
22.37,2005.209,19.209
22.46,2005.217,19.217
22,2005.22,19.22
22.36,2005.222,19.222
22.15,2005.225,19.225
22.27,2005.236,19.236
22.13,2005.239,19.239
22.45,2005.242,19.242
22.2,2005.244,19.244
21.99,2005.247,19.247
21.92,2005.255,19.255
22.11,2005.258,19.258
22.03,2005.261,19.261
22.37,2005.264,19.264
22.26,2005.266,19.266
22.1,2005.274,19.274
22.19,2005.277,19.277
21.81,2005.28,19.28
21.49,2005.283,19.283
21.14,2005.285,19.285
21.23,2005.294,19.294
21.63,2005.296,19.296
21.66,2005.299,19.299
22.33,2005.302,19.302
22.21,2005.305,19.305
22.37,2005.313,19.313
22.29,2005.316,19.316
22.47,2005.318,19.318
22.16,2005.321,19.321
22.48,2005.324,19.324
22.51,2005.332,19.332
22.78,2005.335,19.335
23.12,2005.337,19.337
23.26,2005.34,19.34
23.49,2005.343,19.343
23.78,2005.351,19.351
23.66,2005.354,19.354
23.75,2005.357,19.357
23.82,2005.359,19.359
24.09,2005.362,19.362
24.29,2005.37,19.37
24.65,2005.373,19.373
24.87,2005.376,19.376
24.94,2005.379,19.379
25.27,2005.381,19.381
25.41,2005.389,19.389
25.85,2005.392,19.392
25.89,2005.395,19.395
26.25,2005.398,19.398
26.27,2005.4,19.4
25.85,2005.411,19.411
26.17,2005.414,19.414
26.46,2005.417,19.417
26.21,2005.42,19.42
26.06,2005.428,19.428
25.76,2005.431,19.431
25.99,2005.433,19.433
26.56,2005.436,19.436
25.87,2005.439,19.439
25.89,2005.447,19.447
25.6,2005.45,19.45
25.83,2005.452,19.452
26.01,2005.455,19.455
26.01,2005.458,19.458
25.8,2005.466,19.466
26.06,2005.469,19.469
26,2005.472,19.472
25.67,2005.474,19.474
25.03,2005.477,19.477
24.8,2005.485,19.485
25.25,2005.488,19.488
25.17,2005.491,19.491
24.95,2005.493,19.493
25.13,2005.496,19.496
25.59,2005.507,19.507
25.41,2005.51,19.51
25.47,2005.513,19.513
26.16,2005.515,19.515
26.56,2005.524,19.524
26.61,2005.526,19.526
26.46,2005.529,19.529
26.74,2005.532,19.532
27.14,2005.535,19.535
27.07,2005.543,19.543
27.53,2005.546,19.546
26.31,2005.548,19.548
25.92,2005.551,19.551
25.65,2005.554,19.554
25.43,2005.562,19.562
25.79,2005.565,19.565
25.95,2005.567,19.567
26.22,2005.57,19.57
26.03,2005.573,19.573
26,2005.581,19.581
26.43,2005.584,19.584
26.58,2005.587,19.587
25.98,2005.589,19.589
25.75,2005.592,19.592
25.69,2005.6,19.6
25.87,2005.603,19.603
25.85,2005.606,19.606
25.79,2005.608,19.608
25.3,2005.611,19.611
25.52,2005.619,19.619
25.01,2005.622,19.622
25.09,2005.625,19.625
24.89,2005.628,19.628
24.67,2005.63,19.63
25.06,2005.639,19.639
24.74,2005.641,19.641
24.55,2005.644,19.644
24.49,2005.647,19.647
24.44,2005.65,19.65
24.75,2005.658,19.658
24.59,2005.661,19.661
24.74,2005.663,19.663
24.29,2005.666,19.666
24.31,2005.669,19.669
24.72,2005.68,19.68
24.68,2005.682,19.682
25.09,2005.685,19.685
24.28,2005.688,19.688
24.03,2005.696,19.696
23.95,2005.699,19.699
23.55,2005.702,19.702
23.61,2005.704,19.704
23.86,2005.707,19.707
23.74,2005.715,19.715
23.54,2005.718,19.718
23.56,2005.721,19.721
23.62,2005.723,19.723
23.45,2005.726,19.726
23.29,2005.734,19.734
22.92,2005.737,19.737
23.03,2005.74,19.74
23.54,2005.743,19.743
23.71,2005.745,19.745
23.66,2005.754,19.754
23.56,2005.756,19.756
23.15,2005.759,19.759
22.85,2005.762,19.762
22.91,2005.765,19.765
22.52,2005.773,19.773
22.52,2005.775,19.775
22.35,2005.778,19.778
22.31,2005.781,19.781
22.34,2005.784,19.784
22.56,2005.792,19.792
22.81,2005.795,19.795
22.78,2005.797,19.797
22.72,2005.8,19.8
22.26,2005.803,19.803
22.22,2005.811,19.811
22.23,2005.814,19.814
22.19,2005.817,19.817
21.97,2005.819,19.819
22.44,2005.822,19.822
22.6,2005.83,19.83
21.78,2005.833,19.833
22.48,2005.836,19.836
23.06,2005.838,19.838
23.15,2005.841,19.841
23.64,2005.849,19.849
23.69,2005.852,19.852
23.93,2005.855,19.855
24.36,2005.858,19.858
24.25,2005.86,19.86
24.48,2005.869,19.869
24.2,2005.871,19.871
24.04,2005.874,19.874
24.23,2005.877,19.877
24.42,2005.88,19.88
24.37,2005.888,19.888
25.25,2005.89,19.89
25.71,2005.893,19.893
25.87,2005.899,19.899
25.92,2005.907,19.907
25.84,2005.91,19.91
25.75,2005.912,19.912
26.23,2005.915,19.915
26.47,2005.918,19.918
25.96,2005.926,19.926
25.74,2005.929,19.929
25.24,2005.932,19.932
24.8,2005.934,19.934
25.17,2005.937,19.937
25.69,2005.945,19.945
25.79,2005.948,19.948
25.7,2005.951,19.951
25.65,2005.953,19.953
25.46,2005.956,19.956
24.88,2005.964,19.964
24.91,2005.967,19.967
24.98,2005.97,19.97
25.06,2005.973,19.973
25.06,2005.975,19.975
24.57,2005.986,19.986
24.55,2005.989,19.989
24.19,2005.992,19.992
24.09,2005.995,19.995
24.68,2006.005,20.005
25,2006.008,20.008
25.35,2006.011,20.011
25.39,2006.014,20.014
25.55,2006.022,20.022
25.21,2006.025,20.025
25.23,2006.027,20.027
25.06,2006.03,20.03
24.89,2006.033,20.033
24.63,2006.044,20.044
21.81,2006.047,20.047
21.62,2006.049,20.049
21,2006.052,20.052
20.6,2006.06,20.06
20.54,2006.063,20.063
20.47,2006.066,20.066
20.74,2006.068,20.068
20.91,2006.071,20.071
20.89,2006.079,20.079
20.52,2006.082,20.082
20.8,2006.085,20.085
20.46,2006.088,20.088
20.11,2006.09,20.09
19.98,2006.099,20.099
20.04,2006.101,20.101
20.04,2006.104,20.104
20.36,2006.107,20.107
20.64,2006.11,20.11
20.49,2006.118,20.118
20.72,2006.12,20.12
20.7,2006.123,20.123
20.7,2006.126,20.126
19.98,2006.129,20.129
19.99,2006.14,20.14
19.54,2006.142,20.142
19.67,2006.145,20.145
19.74,2006.148,20.148
19.9,2006.156,20.156
19.97,2006.159,20.159
20.17,2006.162,20.162
19.87,2006.164,20.164
19.7,2006.167,20.167
19.68,2006.175,20.175
19.45,2006.178,20.178
19.4,2006.181,20.181
19.15,2006.183,20.183
19.25,2006.186,20.186
19.13,2006.194,20.194
19.16,2006.197,20.197
19.32,2006.2,20.2
19.05,2006.203,20.203
18.95,2006.205,20.205
19.02,2006.214,20.214
19.18,2006.216,20.216
19.37,2006.219,20.219
19.1,2006.222,20.222
19,2006.225,20.225
19.15,2006.233,20.233
18.99,2006.235,20.235
19.22,2006.238,20.238
19.1,2006.241,20.241
18.87,2006.244,20.244
18.76,2006.252,20.252
18.71,2006.255,20.255
18.89,2006.257,20.257
18.79,2006.26,20.26
18.66,2006.263,20.263
18.77,2006.271,20.271
18.58,2006.274,20.274
18.54,2006.277,20.277
18.86,2006.279,20.279
18.61,2006.29,20.29
18.8,2006.293,20.293
18.97,2006.296,20.296
18.86,2006.298,20.298
18.48,2006.301,20.301
18.34,2006.309,20.309
18.57,2006.312,20.312
18.9,2006.315,20.315
19.47,2006.318,20.318
19.37,2006.32,20.32
18.9,2006.329,20.329
19,2006.331,20.331
18.67,2006.334,20.334
18.85,2006.337,20.337
19.01,2006.339,20.339
19.6,2006.348,20.348
19.39,2006.35,20.35
19.08,2006.353,20.353
18.87,2006.356,20.356
18.56,2006.359,20.359
18.83,2006.367,20.367
18.58,2006.37,20.37
18.19,2006.372,20.372
18.18,2006.375,20.375
17.89,2006.378,20.378
17.55,2006.386,20.386
17.49,2006.389,20.389
17.44,2006.392,20.392
17.59,2006.394,20.394
17.76,2006.397,20.397
17.36,2006.408,20.408
17.56,2006.411,20.411
17.58,2006.413,20.413
17.77,2006.416,20.416
17.52,2006.424,20.424
17.34,2006.427,20.427
16.95,2006.43,20.43
16.68,2006.433,20.433
16.72,2006.435,20.435
16.43,2006.444,20.444
16.69,2006.446,20.446
17.28,2006.449,20.449
17.66,2006.452,20.452
17.84,2006.454,20.454
17.78,2006.463,20.463
17.69,2006.465,20.465
17.93,2006.468,20.468
17.79,2006.471,20.471
17.54,2006.474,20.474
17.82,2006.482,20.482
17.59,2006.485,20.485
18.19,2006.487,20.487
18.83,2006.49,20.49
18.52,2006.493,20.493
18.87,2006.501,20.501
18.27,2006.507,20.507
18.37,2006.509,20.509
18.09,2006.512,20.512
17.72,2006.52,20.52
18.2,2006.523,20.523
17.43,2006.526,20.526
17.27,2006.528,20.528
17.43,2006.531,20.531
17.39,2006.539,20.539
17.75,2006.542,20.542
18.02,2006.545,20.545
16.67,2006.548,20.548
16.71,2006.55,20.55
17.04,2006.559,20.559
17.09,2006.561,20.561
17.06,2006.564,20.564
17.03,2006.567,20.567
17.72,2006.569,20.569
17.54,2006.578,20.578
17.21,2006.58,20.58
17.14,2006.583,20.583
16.99,2006.586,20.586
17.14,2006.589,20.589
16.98,2006.597,20.597
17.02,2006.6,20.6
17.06,2006.602,20.602
17.4,2006.605,20.605
17.07,2006.608,20.608
17.52,2006.616,20.616
17.77,2006.619,20.619
18.24,2006.621,20.621
18.19,2006.624,20.624
18.04,2006.627,20.627
17.89,2006.635,20.635
17.98,2006.638,20.638
18.02,2006.641,20.641
18.19,2006.643,20.643
18.53,2006.646,20.646
19,2006.654,20.654
19.29,2006.657,20.657
19.45,2006.66,20.66
19.18,2006.663,20.663
19.49,2006.665,20.665
19.59,2006.676,20.676
18.93,2006.679,20.679
18.84,2006.682,20.682
19.06,2006.684,20.684
19.02,2006.693,20.693
19.36,2006.695,20.695
19.44,2006.698,20.698
19.39,2006.701,20.701
19.12,2006.704,20.704
19.26,2006.712,20.712
19.04,2006.715,20.715
19.1,2006.717,20.717
18.81,2006.72,20.72
18.69,2006.723,20.723
19.03,2006.731,20.731
19.56,2006.734,20.734
19.99,2006.736,20.736
20.36,2006.739,20.739
20.16,2006.742,20.742
20.04,2006.75,20.75
20.16,2006.753,20.753
20.41,2006.756,20.756
20.37,2006.758,20.758
20.22,2006.761,20.761
20.21,2006.769,20.769
20.48,2006.772,20.772
20.48,2006.775,20.775
21.06,2006.778,20.778
21.17,2006.78,20.78
21.18,2006.789,20.789
20.49,2006.791,20.791
20.69,2006.794,20.794
20.61,2006.797,20.797
20.91,2006.799,20.799
21.03,2006.808,20.808
21.19,2006.81,20.81
21.29,2006.813,20.813
21.34,2006.816,20.816
20.68,2006.819,20.819
20.84,2006.827,20.827
20.92,2006.83,20.83
20.6,2006.832,20.832
20.27,2006.835,20.835
20.2,2006.838,20.838
20.51,2006.846,20.846
20.49,2006.849,20.849
20.4,2006.851,20.851
20.11,2006.854,20.854
20.27,2006.857,20.857
20.68,2006.865,20.865
21.55,2006.868,20.868
21.98,2006.871,20.871
21.99,2006.873,20.873
21.77,2006.876,20.876
21.93,2006.884,20.884
21.25,2006.887,20.887
21.4,2006.89,20.89
21.27,2006.895,20.895
20.7,2006.903,20.903
20.66,2006.906,20.906
20.92,2006.909,20.909
21.08,2006.912,20.912
20.62,2006.914,20.914
20.9,2006.923,20.923
20.8,2006.925,20.925
20.59,2006.928,20.928
20.34,2006.931,20.931
20.37,2006.934,20.934
20.39,2006.942,20.942
20.42,2006.945,20.945
20.39,2006.947,20.947
20.46,2006.95,20.95
20.64,2006.953,20.953
20.53,2006.961,20.961
20.35,2006.964,20.964
20.29,2006.966,20.966
20.06,2006.969,20.969
19.78,2006.972,20.972
19.85,2006.983,20.983
20.09,2006.986,20.986
20.11,2006.988,20.988
19.95,2006.991,20.991
20.04,2007.005,21.005
20.85,2007.008,21.008
20.78,2007.01,21.01
20.69,2007.018,21.018
20.71,2007.021,21.021
21.2,2007.024,21.024
21.59,2007.027,21.027
21.8,2007.029,21.029
21.96,2007.04,21.04
20.72,2007.043,21.043
20.34,2007.046,21.046
20.51,2007.049,21.049
20.48,2007.057,21.057
20.24,2007.06,21.06
20.53,2007.062,21.062
20.29,2007.065,21.065
20.22,2007.068,21.068
20.58,2007.076,21.076
20.62,2007.079,21.079
20.64,2007.081,21.081
20.79,2007.084,21.084
20.91,2007.087,21.087
21.07,2007.095,21.095
21.1,2007.098,21.098
21.3,2007.101,21.101
21.15,2007.103,21.103
20.82,2007.106,21.106
20.6,2007.114,21.114
20.67,2007.117,21.117
20.93,2007.12,21.12
21.1,2007.123,21.123
21.02,2007.125,21.125
20.97,2007.136,21.136
20.68,2007.139,21.139
20.76,2007.142,21.142
20.56,2007.144,21.144
20.65,2007.153,21.153
19.83,2007.155,21.155
19.67,2007.158,21.158
19.4,2007.161,21.161
19.03,2007.164,21.164
18.92,2007.172,21.172
19.21,2007.175,21.175
18.93,2007.177,21.177
19.04,2007.18,21.18
18.91,2007.183,21.183
19.29,2007.191,21.191
18.93,2007.194,21.194
19.04,2007.196,21.196
18.95,2007.199,21.199
18.96,2007.202,21.202
18.92,2007.21,21.21
18.8,2007.213,21.213
19.15,2007.216,21.216
18.97,2007.218,21.218
19.08,2007.221,21.221
19.1,2007.229,21.229
18.87,2007.232,21.232
18.68,2007.235,21.235
18.9,2007.238,21.238
18.94,2007.24,21.24
18.94,2007.248,21.248
19.12,2007.251,21.251
19.19,2007.254,21.254
19.39,2007.257,21.257
19.9,2007.268,21.268
20.48,2007.27,21.27
20.27,2007.273,21.273
20.3,2007.276,21.276
20.26,2007.279,21.279
20.49,2007.287,21.287
20.77,2007.29,21.29
21.14,2007.292,21.292
21.6,2007.295,21.295
21.94,2007.298,21.298
21.7,2007.306,21.306
21.73,2007.309,21.309
22.04,2007.311,21.311
21.87,2007.314,21.314
21.66,2007.317,21.317
21.29,2007.325,21.325
21.59,2007.328,21.328
21.72,2007.331,21.331
